Date,Period,Attendance,StudentID,Name,GradeLevel,Teacher
10/23/2023,4,P,1298,Student 298,9,Teacher 21
10/23/2023,5,P,1298,Student 298,9,Teacher 23
10/23/2023,7,P,1298,Student 298,9,Teacher 10
10/23/2023,8,P,1298,Student 298,9,Teacher 7
10/23/2023,9,P,1298,Student 298,9,Teacher 23
10/23/2023,2,P,1299,Student 299,9,Teacher 9
10/23/2023,3,P,1299,Student 299,9,Teacher 1
10/23/2023,4,P,1299,Student 299,9,Teacher 21
10/23/2023,5,P,1299,Student 299,9,Teacher 23
10/23/2023,7,P,1299,Student 299,9,Teacher 10
10/23/2023,8,P,1299,Student 299,9,Teacher 7
10/23/2023,9,P,1299,Student 299,9,Teacher 23
10/23/2023,2,P,1300,Student 300,9,Teacher 9
10/23/2023,3,P,1300,Student 300,9,Teacher 1
10/23/2023,4,P,1300,Student 300,9,Teacher 21
10/23/2023,5,P,1300,Student 300,9,Teacher 23
10/23/2023,7,P,1300,Student 300,9,Teacher 10
10/23/2023,8,P,1300,Student 300,9,Teacher 7
10/23/2023,9,P,1300,Student 300,9,Teacher 23
10/23/2023,2,P,1301,Student 301,9,Teacher 9
10/23/2023,3,P,1301,Student 301,9,Teacher 1
10/23/2023,4,P,1301,Student 301,9,Teacher 21
10/23/2023,5,P,1301,Student 301,9,Teacher 23
10/23/2023,7,P,1301,Student 301,9,Teacher 10
10/23/2023,8,P,1301,Student 301,9,Teacher 7
10/23/2023,9,P,1301,Student 301,9,Teacher 23
10/23/2023,2,T,1302,Student 302,9,Teacher 9
10/23/2023,3,P,1302,Student 302,9,Teacher 1
10/23/2023,4,P,1302,Student 302,9,Teacher 21
10/23/2023,5,P,1302,Student 302,9,Teacher 23
10/23/2023,7,P,1302,Student 302,9,Teacher 10
10/23/2023,8,P,1302,Student 302,9,Teacher 7
10/23/2023,9,P,1302,Student 302,9,Teacher 23
10/23/2023,2,P,1303,Student 303,9,Teacher 9
10/23/2023,3,P,1303,Student 303,9,Teacher 1
10/23/2023,4,P,1303,Student 303,9,Teacher 21
10/23/2023,5,P,1303,Student 303,9,Teacher 23
10/23/2023,7,P,1303,Student 303,9,Teacher 10
10/23/2023,8,P,1303,Student 303,9,Teacher 7
10/23/2023,9,P,1303,Student 303,9,Teacher 23
10/23/2023,2,P,1304,Student 304,9,Teacher 9
10/23/2023,3,P,1304,Student 304,9,Teacher 1
10/23/2023,4,P,1304,Student 304,9,Teacher 21
10/23/2023,5,P,1304,Student 304,9,Teacher 23
10/23/2023,7,P,1304,Student 304,9,Teacher 10
10/23/2023,8,P,1304,Student 304,9,Teacher 7
10/23/2023,9,P,1304,Student 304,9,Teacher 23
10/23/2023,2,T,1305,Student 305,9,Teacher 9
10/23/2023,3,P,1305,Student 305,9,Teacher 18
10/23/2023,4,P,1305,Student 305,9,Teacher 21
10/23/2023,5,P,1305,Student 305,9,Teacher 18
10/23/2023,7,P,1305,Student 305,9,Teacher 10
10/23/2023,8,P,1305,Student 305,9,Teacher 7
10/23/2023,9,P,1305,Student 305,9,Teacher 15
10/23/2023,2,T,1306,Student 306,9,Teacher 9
10/23/2023,3,A,1306,Student 306,9,Teacher 1
10/23/2023,4,P,1306,Student 306,9,Teacher 21
10/23/2023,5,P,1306,Student 306,9,Teacher 23
10/23/2023,7,P,1306,Student 306,9,Teacher 10
10/23/2023,8,P,1306,Student 306,9,Teacher 7
10/23/2023,9,P,1306,Student 306,9,Teacher 23
10/23/2023,2,A,1307,Student 307,9,Teacher 9
10/23/2023,3,A,1307,Student 307,9,Teacher 1
10/23/2023,4,P,1307,Student 307,9,Teacher 21
10/23/2023,5,P,1307,Student 307,9,Teacher 23
10/23/2023,7,P,1307,Student 307,9,Teacher 10
10/23/2023,8,P,1307,Student 307,9,Teacher 7
10/23/2023,9,P,1307,Student 307,9,Teacher 23
10/23/2023,2,S,1308,Student 308,9,Teacher 10
10/23/2023,3,S,1308,Student 308,9,Teacher 24
10/23/2023,4,S,1308,Student 308,9,Teacher 7
10/23/2023,5,S,1308,Student 308,9,Teacher 1
10/23/2023,7,S,1308,Student 308,9,Teacher 9
10/23/2023,8,S,1308,Student 308,9,Teacher 24
10/23/2023,9,S,1308,Student 308,9,Teacher 21
10/23/2023,1,P,1309,Student 309,9,Teacher 12
10/23/2023,2,P,1309,Student 309,9,Teacher 10
10/23/2023,3,P,1309,Student 309,9,Teacher 14
10/23/2023,4,P,1309,Student 309,9,Teacher 7
10/23/2023,5,P,1309,Student 309,9,Teacher 9
10/23/2023,7,P,1309,Student 309,9,Teacher 1
10/23/2023,8,P,1309,Student 309,9,Teacher 14
10/23/2023,9,P,1309,Student 309,9,Teacher 21
10/23/2023,2,T,1310,Student 310,9,Teacher 10
10/23/2023,3,P,1310,Student 310,9,Teacher 24
10/23/2023,4,P,1310,Student 310,9,Teacher 7
10/23/2023,5,P,1310,Student 310,9,Teacher 9
10/23/2023,7,P,1310,Student 310,9,Teacher 1
10/23/2023,8,P,1310,Student 310,9,Teacher 24
10/23/2023,9,P,1310,Student 310,9,Teacher 21
10/23/2023,2,P,1311,Student 311,9,Teacher 7
10/23/2023,3,P,1311,Student 311,9,Teacher 21
10/23/2023,4,P,1311,Student 311,9,Teacher 14
10/23/2023,5,P,1311,Student 311,9,Teacher 14
10/23/2023,7,P,1311,Student 311,9,Teacher 1
10/23/2023,8,P,1311,Student 311,9,Teacher 10
10/23/2023,9,P,1311,Student 311,9,Teacher 9
10/23/2023,2,P,1312,Student 312,9,Teacher 10
10/23/2023,3,P,1312,Student 312,9,Teacher 14
10/23/2023,4,P,1312,Student 312,9,Teacher 7
10/23/2023,5,P,1312,Student 312,9,Teacher 9
10/23/2023,7,P,1312,Student 312,9,Teacher 1
10/23/2023,8,P,1312,Student 312,9,Teacher 14
10/23/2023,9,P,1312,Student 312,9,Teacher 21
10/23/2023,2,P,1313,Student 313,9,Teacher 10
10/23/2023,3,P,1313,Student 313,9,Teacher 14
10/23/2023,4,P,1313,Student 313,9,Teacher 7
10/23/2023,5,P,1313,Student 313,9,Teacher 15
10/23/2023,7,P,1313,Student 313,9,Teacher 9
10/23/2023,8,P,1313,Student 313,9,Teacher 14
10/23/2023,9,P,1313,Student 313,9,Teacher 21
10/23/2023,2,P,1314,Student 314,9,Teacher 10
10/23/2023,3,P,1314,Student 314,9,Teacher 24
10/23/2023,4,P,1314,Student 314,9,Teacher 7
10/23/2023,5,P,1314,Student 314,9,Teacher 1
10/23/2023,7,P,1314,Student 314,9,Teacher 9
10/23/2023,8,P,1314,Student 314,9,Teacher 24
10/23/2023,9,P,1314,Student 314,9,Teacher 21
10/23/2023,2,T,1315,Student 315,9,Teacher 10
10/23/2023,3,P,1315,Student 315,9,Teacher 14
10/23/2023,4,P,1315,Student 315,9,Teacher 7
10/23/2023,5,P,1315,Student 315,9,Teacher 9
10/23/2023,7,P,1315,Student 315,9,Teacher 1
10/23/2023,8,P,1315,Student 315,9,Teacher 14
10/23/2023,9,P,1315,Student 315,9,Teacher 21
10/23/2023,2,P,1316,Student 316,9,Teacher 10
10/23/2023,3,P,1316,Student 316,9,Teacher 14
10/23/2023,4,P,1316,Student 316,9,Teacher 7
10/23/2023,5,P,1316,Student 316,9,Teacher 9
10/23/2023,7,P,1316,Student 316,9,Teacher 1
10/23/2023,8,P,1316,Student 316,9,Teacher 14
10/23/2023,9,P,1316,Student 316,9,Teacher 21
10/23/2023,2,P,1317,Student 317,9,Teacher 10
10/23/2023,3,P,1317,Student 317,9,Teacher 24
10/23/2023,4,P,1317,Student 317,9,Teacher 7
10/23/2023,5,P,1317,Student 317,9,Teacher 1
10/23/2023,7,P,1317,Student 317,9,Teacher 9
10/23/2023,8,P,1317,Student 317,9,Teacher 24
10/23/2023,9,P,1317,Student 317,9,Teacher 21
10/23/2023,1,A,1318,Student 318,9,Teacher 12
10/23/2023,2,P,1318,Student 318,9,Teacher 10
10/23/2023,3,P,1318,Student 318,9,Teacher 14
10/23/2023,4,P,1318,Student 318,9,Teacher 7
10/23/2023,5,P,1318,Student 318,9,Teacher 9
10/23/2023,7,P,1318,Student 318,9,Teacher 1
10/23/2023,8,P,1318,Student 318,9,Teacher 14
10/23/2023,9,A,1318,Student 318,9,Teacher 21
10/23/2023,2,A,1319,Student 319,9,Teacher 10
10/23/2023,3,P,1319,Student 319,9,Teacher 14
10/23/2023,4,P,1319,Student 319,9,Teacher 7
10/23/2023,5,P,1319,Student 319,9,Teacher 1
10/23/2023,7,P,1319,Student 319,9,Teacher 9
10/23/2023,8,P,1319,Student 319,9,Teacher 14
10/23/2023,9,P,1319,Student 319,9,Teacher 21
10/23/2023,2,P,1320,Student 320,9,Teacher 10
10/23/2023,3,P,1320,Student 320,9,Teacher 14
10/23/2023,4,P,1320,Student 320,9,Teacher 7
10/23/2023,5,P,1320,Student 320,9,Teacher 9
10/23/2023,7,P,1320,Student 320,9,Teacher 1
10/23/2023,8,P,1320,Student 320,9,Teacher 14
10/23/2023,9,P,1320,Student 320,9,Teacher 21
10/23/2023,2,P,1321,Student 321,9,Teacher 10
10/23/2023,3,P,1321,Student 321,9,Teacher 14
10/23/2023,4,P,1321,Student 321,9,Teacher 7
10/23/2023,5,P,1321,Student 321,9,Teacher 9
10/23/2023,7,P,1321,Student 321,9,Teacher 1
10/23/2023,8,P,1321,Student 321,9,Teacher 14
10/23/2023,9,P,1321,Student 321,9,Teacher 21
10/23/2023,1,A,1322,Student 322,9,Teacher 12
10/23/2023,2,T,1322,Student 322,9,Teacher 10
10/23/2023,3,P,1322,Student 322,9,Teacher 14
10/23/2023,4,P,1322,Student 322,9,Teacher 7
10/23/2023,5,P,1322,Student 322,9,Teacher 9
10/23/2023,7,P,1322,Student 322,9,Teacher 1
10/23/2023,8,P,1322,Student 322,9,Teacher 14
10/23/2023,9,P,1322,Student 322,9,Teacher 21
10/23/2023,2,T,1323,Student 323,9,Teacher 9
10/23/2023,3,P,1323,Student 323,9,Teacher 23
10/23/2023,4,P,1323,Student 323,9,Teacher 10
10/23/2023,5,P,1323,Student 323,9,Teacher 15
10/23/2023,7,P,1323,Student 323,9,Teacher 21
10/23/2023,8,P,1323,Student 323,9,Teacher 23
10/23/2023,9,P,1323,Student 323,9,Teacher 7
10/23/2023,2,A,1324,Student 324,9,Teacher 7
10/23/2023,3,P,1324,Student 324,9,Teacher 21
10/23/2023,4,P,1324,Student 324,9,Teacher 14
10/23/2023,5,P,1324,Student 324,9,Teacher 14
10/23/2023,7,P,1324,Student 324,9,Teacher 1
10/23/2023,8,P,1324,Student 324,9,Teacher 10
10/23/2023,9,P,1324,Student 324,9,Teacher 9
10/23/2023,2,P,1325,Student 325,9,Teacher 7
10/23/2023,3,P,1325,Student 325,9,Teacher 21
10/23/2023,4,P,1325,Student 325,9,Teacher 14
10/23/2023,5,P,1325,Student 325,9,Teacher 14
10/23/2023,7,A,1325,Student 325,9,Teacher 1
10/23/2023,8,A,1325,Student 325,9,Teacher 10
10/23/2023,9,A,1325,Student 325,9,Teacher 9
10/23/2023,2,A,1326,Student 326,9,Teacher 7
10/23/2023,3,A,1326,Student 326,9,Teacher 21
10/23/2023,4,A,1326,Student 326,9,Teacher 14
10/23/2023,5,A,1326,Student 326,9,Teacher 14
10/23/2023,7,A,1326,Student 326,9,Teacher 1
10/23/2023,8,A,1326,Student 326,9,Teacher 10
10/23/2023,9,A,1326,Student 326,9,Teacher 9
10/23/2023,2,A,1327,Student 327,9,Teacher 7
10/23/2023,3,P,1327,Student 327,9,Teacher 21
10/23/2023,4,P,1327,Student 327,9,Teacher 14
10/23/2023,5,P,1327,Student 327,9,Teacher 14
10/23/2023,7,P,1327,Student 327,9,Teacher 1
10/23/2023,8,P,1327,Student 327,9,Teacher 10
10/23/2023,9,P,1327,Student 327,9,Teacher 9
10/23/2023,2,A,1328,Student 328,9,Teacher 7
10/23/2023,3,A,1328,Student 328,9,Teacher 21
10/23/2023,4,P,1328,Student 328,9,Teacher 14
10/23/2023,5,P,1328,Student 328,9,Teacher 14
10/23/2023,7,P,1328,Student 328,9,Teacher 1
10/23/2023,8,P,1328,Student 328,9,Teacher 10
10/23/2023,9,P,1328,Student 328,9,Teacher 9
10/23/2023,2,A,1329,Student 329,9,Teacher 7
10/23/2023,3,A,1329,Student 329,9,Teacher 21
10/23/2023,4,A,1329,Student 329,9,Teacher 14
10/23/2023,5,A,1329,Student 329,9,Teacher 14
10/23/2023,7,A,1329,Student 329,9,Teacher 1
10/23/2023,8,A,1329,Student 329,9,Teacher 10
10/23/2023,9,A,1329,Student 329,9,Teacher 9
10/23/2023,2,P,1330,Student 330,9,Teacher 7
10/23/2023,3,P,1330,Student 330,9,Teacher 21
10/23/2023,4,P,1330,Student 330,9,Teacher 14
10/23/2023,5,P,1330,Student 330,9,Teacher 14
10/23/2023,7,P,1330,Student 330,9,Teacher 1
10/23/2023,8,P,1330,Student 330,9,Teacher 10
10/23/2023,9,P,1330,Student 330,9,Teacher 9
10/23/2023,2,P,1331,Student 331,9,Teacher 7
10/23/2023,3,P,1331,Student 331,9,Teacher 21
10/23/2023,4,P,1331,Student 331,9,Teacher 14
10/23/2023,5,P,1331,Student 331,9,Teacher 14
10/23/2023,7,P,1331,Student 331,9,Teacher 1
10/23/2023,8,P,1331,Student 331,9,Teacher 10
10/23/2023,9,P,1331,Student 331,9,Teacher 9
10/23/2023,2,P,1332,Student 332,9,Teacher 9
10/23/2023,3,P,1332,Student 332,9,Teacher 23
10/23/2023,4,P,1332,Student 332,9,Teacher 10
10/23/2023,5,P,1332,Student 332,9,Teacher 15
10/23/2023,7,P,1332,Student 332,9,Teacher 21
10/23/2023,8,P,1332,Student 332,9,Teacher 23
10/23/2023,9,P,1332,Student 332,9,Teacher 7
10/23/2023,2,A,1333,Student 333,9,Teacher 7
10/23/2023,3,A,1333,Student 333,9,Teacher 21
10/23/2023,4,A,1333,Student 333,9,Teacher 14
10/23/2023,5,A,1333,Student 333,9,Teacher 14
10/23/2023,7,A,1333,Student 333,9,Teacher 1
10/23/2023,8,A,1333,Student 333,9,Teacher 10
10/23/2023,9,A,1333,Student 333,9,Teacher 9
10/23/2023,2,P,1334,Student 334,9,Teacher 7
10/23/2023,3,P,1334,Student 334,9,Teacher 21
10/23/2023,4,P,1334,Student 334,9,Teacher 14
10/23/2023,5,P,1334,Student 334,9,Teacher 14
10/23/2023,7,P,1334,Student 334,9,Teacher 1
10/23/2023,8,P,1334,Student 334,9,Teacher 10
10/23/2023,9,P,1334,Student 334,9,Teacher 9
10/23/2023,2,P,1335,Student 335,9,Teacher 7
10/23/2023,3,P,1335,Student 335,9,Teacher 21
10/23/2023,4,P,1335,Student 335,9,Teacher 14
10/23/2023,5,P,1335,Student 335,9,Teacher 14
10/23/2023,7,P,1335,Student 335,9,Teacher 1
10/23/2023,8,P,1335,Student 335,9,Teacher 10
10/23/2023,9,P,1335,Student 335,9,Teacher 9
10/23/2023,2,P,1336,Student 336,9,Teacher 7
10/23/2023,3,P,1336,Student 336,9,Teacher 21
10/23/2023,4,P,1336,Student 336,9,Teacher 14
10/23/2023,5,P,1336,Student 336,9,Teacher 14
10/23/2023,7,P,1336,Student 336,9,Teacher 1
10/23/2023,8,P,1336,Student 336,9,Teacher 10
10/23/2023,9,P,1336,Student 336,9,Teacher 9
10/23/2023,2,A,1337,Student 337,9,Teacher 7
10/23/2023,3,A,1337,Student 337,9,Teacher 21
10/23/2023,4,A,1337,Student 337,9,Teacher 14
10/23/2023,5,A,1337,Student 337,9,Teacher 14
10/23/2023,7,A,1337,Student 337,9,Teacher 1
10/23/2023,8,A,1337,Student 337,9,Teacher 10
10/23/2023,9,A,1337,Student 337,9,Teacher 9
10/23/2023,2,A,1338,Student 338,9,Teacher 7
10/23/2023,3,A,1338,Student 338,9,Teacher 21
10/23/2023,4,P,1338,Student 338,9,Teacher 14
10/23/2023,5,P,1338,Student 338,9,Teacher 14
10/23/2023,7,P,1338,Student 338,9,Teacher 1
10/23/2023,8,P,1338,Student 338,9,Teacher 10
10/23/2023,9,P,1338,Student 338,9,Teacher 9
10/23/2023,2,A,1339,Student 339,9,Teacher 7
10/23/2023,3,A,1339,Student 339,9,Teacher 21
10/23/2023,4,A,1339,Student 339,9,Teacher 14
10/23/2023,5,A,1339,Student 339,9,Teacher 14
10/23/2023,7,A,1339,Student 339,9,Teacher 1
10/23/2023,8,A,1339,Student 339,9,Teacher 10
10/23/2023,9,A,1339,Student 339,9,Teacher 9
10/23/2023,2,P,1340,Student 340,10,Teacher 1
10/23/2023,3,P,1340,Student 340,10,Teacher 12
10/23/2023,4,P,1340,Student 340,10,Teacher 5
10/23/2023,5,P,1340,Student 340,10,Teacher 19
10/23/2023,7,P,1340,Student 340,10,Teacher 20
10/23/2023,8,P,1340,Student 340,10,Teacher 12
10/23/2023,9,P,1340,Student 340,10,Teacher 8
10/23/2023,2,P,1341,Student 341,10,Teacher 1
10/23/2023,3,P,1341,Student 341,10,Teacher 12
10/23/2023,4,P,1341,Student 341,10,Teacher 5
10/23/2023,5,P,1341,Student 341,10,Teacher 19
10/23/2023,7,P,1341,Student 341,10,Teacher 20
10/23/2023,8,P,1341,Student 341,10,Teacher 12
10/23/2023,9,P,1341,Student 341,10,Teacher 8
10/23/2023,2,A,1342,Student 342,10,Teacher 1
10/23/2023,3,A,1342,Student 342,10,Teacher 12
10/23/2023,4,A,1342,Student 342,10,Teacher 5
10/23/2023,5,A,1342,Student 342,10,Teacher 19
10/23/2023,7,A,1342,Student 342,10,Teacher 20
10/23/2023,8,A,1342,Student 342,10,Teacher 12
10/23/2023,9,A,1342,Student 342,10,Teacher 8
10/23/2023,2,P,1343,Student 343,10,Teacher 20
10/23/2023,3,P,1343,Student 343,10,Teacher 18
10/23/2023,4,P,1343,Student 343,10,Teacher 8
10/23/2023,5,P,1343,Student 343,10,Teacher 18
10/23/2023,7,P,1343,Student 343,10,Teacher 12
10/23/2023,8,P,1343,Student 343,10,Teacher 15
10/23/2023,9,P,1343,Student 343,10,Teacher 5
10/23/2023,2,P,1344,Student 344,9,Teacher 21
10/23/2023,3,P,1344,Student 344,9,Teacher 10
10/23/2023,4,P,1344,Student 344,9,Teacher 23
10/23/2023,5,P,1344,Student 344,9,Teacher 7
10/23/2023,7,P,1344,Student 344,9,Teacher 2
10/23/2023,8,P,1344,Student 344,9,Teacher 11
10/23/2023,9,P,1344,Student 344,9,Teacher 15
10/23/2023,2,P,1345,Student 345,9,Teacher 21
10/23/2023,3,P,1345,Student 345,9,Teacher 10
10/23/2023,4,P,1345,Student 345,9,Teacher 23
10/23/2023,5,P,1345,Student 345,9,Teacher 7
10/23/2023,7,P,1345,Student 345,9,Teacher 2
10/23/2023,8,P,1345,Student 345,9,Teacher 11
10/23/2023,9,P,1345,Student 345,9,Teacher 15
10/23/2023,2,T,1346,Student 346,9,Teacher 21
10/23/2023,3,P,1346,Student 346,9,Teacher 10
10/23/2023,4,P,1346,Student 346,9,Teacher 23
10/23/2023,5,P,1346,Student 346,9,Teacher 7
10/23/2023,7,P,1346,Student 346,9,Teacher 2
10/23/2023,8,P,1346,Student 346,9,Teacher 11
10/23/2023,9,P,1346,Student 346,9,Teacher 15
10/23/2023,2,T,1347,Student 347,9,Teacher 9
10/23/2023,3,P,1347,Student 347,9,Teacher 1
10/23/2023,4,P,1347,Student 347,9,Teacher 21
10/23/2023,5,P,1347,Student 347,9,Teacher 23
10/23/2023,7,P,1347,Student 347,9,Teacher 10
10/23/2023,8,P,1347,Student 347,9,Teacher 7
10/23/2023,9,P,1347,Student 347,9,Teacher 23
10/23/2023,2,T,1348,Student 348,9,Teacher 21
10/23/2023,3,P,1348,Student 348,9,Teacher 10
10/23/2023,4,P,1348,Student 348,9,Teacher 23
10/23/2023,5,P,1348,Student 348,9,Teacher 8
10/23/2023,7,P,1348,Student 348,9,Teacher 2
10/23/2023,8,P,1348,Student 348,9,Teacher 11
10/23/2023,9,P,1348,Student 348,9,Teacher 15
10/23/2023,2,P,1349,Student 349,9,Teacher 21
10/23/2023,3,P,1349,Student 349,9,Teacher 10
10/23/2023,4,P,1349,Student 349,9,Teacher 23
10/23/2023,5,P,1349,Student 349,9,Teacher 7
10/23/2023,7,P,1349,Student 349,9,Teacher 2
10/23/2023,8,P,1349,Student 349,9,Teacher 11
10/23/2023,9,P,1349,Student 349,9,Teacher 15
10/23/2023,2,P,1350,Student 350,9,Teacher 21
10/23/2023,3,P,1350,Student 350,9,Teacher 10
10/23/2023,4,P,1350,Student 350,9,Teacher 23
10/23/2023,5,P,1350,Student 350,9,Teacher 7
10/23/2023,7,P,1350,Student 350,9,Teacher 2
10/23/2023,8,P,1350,Student 350,9,Teacher 11
10/23/2023,9,P,1350,Student 350,9,Teacher 15
10/23/2023,2,P,1351,Student 351,9,Teacher 21
10/23/2023,3,P,1351,Student 351,9,Teacher 10
10/23/2023,4,P,1351,Student 351,9,Teacher 23
10/23/2023,5,P,1351,Student 351,9,Teacher 7
10/23/2023,7,P,1351,Student 351,9,Teacher 2
10/23/2023,8,P,1351,Student 351,9,Teacher 11
10/23/2023,9,P,1351,Student 351,9,Teacher 15
10/23/2023,2,A,1352,Student 352,9,Teacher 9
10/23/2023,3,A,1352,Student 352,9,Teacher 1
10/23/2023,4,A,1352,Student 352,9,Teacher 21
10/23/2023,5,A,1352,Student 352,9,Teacher 23
10/23/2023,7,A,1352,Student 352,9,Teacher 10
10/23/2023,8,A,1352,Student 352,9,Teacher 7
10/23/2023,9,A,1352,Student 352,9,Teacher 23
10/23/2023,2,P,1353,Student 353,9,Teacher 15
10/23/2023,3,P,1353,Student 353,9,Teacher 23
10/23/2023,4,P,1353,Student 353,9,Teacher 10
10/23/2023,5,P,1353,Student 353,9,Teacher 9
10/23/2023,7,P,1353,Student 353,9,Teacher 21
10/23/2023,8,P,1353,Student 353,9,Teacher 23
10/23/2023,9,P,1353,Student 353,9,Teacher 7
10/23/2023,2,P,1354,Student 354,9,Teacher 21
10/23/2023,3,P,1354,Student 354,9,Teacher 10
10/23/2023,4,P,1354,Student 354,9,Teacher 23
10/23/2023,5,P,1354,Student 354,9,Teacher 7
10/23/2023,7,P,1354,Student 354,9,Teacher 2
10/23/2023,8,P,1354,Student 354,9,Teacher 11
10/23/2023,9,P,1354,Student 354,9,Teacher 15
10/23/2023,2,T,1355,Student 355,9,Teacher 9
10/23/2023,3,P,1355,Student 355,9,Teacher 1
10/23/2023,4,P,1355,Student 355,9,Teacher 21
10/23/2023,5,P,1355,Student 355,9,Teacher 23
10/23/2023,7,P,1355,Student 355,9,Teacher 10
10/23/2023,8,P,1355,Student 355,9,Teacher 7
10/23/2023,9,P,1355,Student 355,9,Teacher 23
10/23/2023,2,A,1356,Student 356,10,Teacher 15
10/23/2023,3,A,1356,Student 356,10,Teacher 5
10/23/2023,4,A,1356,Student 356,10,Teacher 17
10/23/2023,5,A,1356,Student 356,10,Teacher 20
10/23/2023,7,A,1356,Student 356,10,Teacher 18
10/23/2023,8,A,1356,Student 356,10,Teacher 2
10/23/2023,9,A,1356,Student 356,10,Teacher 18
10/23/2023,2,P,1357,Student 357,9,Teacher 21
10/23/2023,3,P,1357,Student 357,9,Teacher 10
10/23/2023,4,P,1357,Student 357,9,Teacher 19
10/23/2023,5,P,1357,Student 357,9,Teacher 7
10/23/2023,7,P,1357,Student 357,9,Teacher 2
10/23/2023,8,P,1357,Student 357,9,Teacher 15
10/23/2023,9,P,1357,Student 357,9,Teacher 19
10/23/2023,2,P,1358,Student 358,9,Teacher 21
10/23/2023,3,P,1358,Student 358,9,Teacher 10
10/23/2023,4,P,1358,Student 358,9,Teacher 19
10/23/2023,5,P,1358,Student 358,9,Teacher 8
10/23/2023,7,P,1358,Student 358,9,Teacher 2
10/23/2023,8,P,1358,Student 358,9,Teacher 15
10/23/2023,9,P,1358,Student 358,9,Teacher 19
10/23/2023,2,P,1359,Student 359,10,Teacher 20
10/23/2023,3,P,1359,Student 359,10,Teacher 18
10/23/2023,4,P,1359,Student 359,10,Teacher 8
10/23/2023,5,P,1359,Student 359,10,Teacher 18
10/23/2023,7,P,1359,Student 359,10,Teacher 12
10/23/2023,8,P,1359,Student 359,10,Teacher 15
10/23/2023,9,P,1359,Student 359,10,Teacher 5
10/23/2023,2,P,1360,Student 360,11,Teacher 18
10/23/2023,3,P,1360,Student 360,11,Teacher 2
10/23/2023,4,P,1360,Student 360,11,Teacher 13
10/23/2023,5,P,1360,Student 360,11,Teacher 4
10/23/2023,7,P,1360,Student 360,11,Teacher 6
10/23/2023,8,P,1360,Student 360,11,Teacher 8
10/23/2023,9,P,1360,Student 360,11,Teacher 15
10/23/2023,2,P,1361,Student 361,9,Teacher 9
10/23/2023,3,P,1361,Student 361,9,Teacher 23
10/23/2023,4,P,1361,Student 361,9,Teacher 10
10/23/2023,5,P,1361,Student 361,9,Teacher 15
10/23/2023,7,P,1361,Student 361,9,Teacher 21
10/23/2023,8,P,1361,Student 361,9,Teacher 23
10/23/2023,9,P,1361,Student 361,9,Teacher 7
10/23/2023,2,P,1362,Student 362,11,Teacher 11
10/23/2023,3,P,1362,Student 362,11,Teacher 8
10/23/2023,4,P,1362,Student 362,11,Teacher 13
10/23/2023,5,P,1362,Student 362,11,Teacher 1
10/23/2023,7,P,1362,Student 362,11,Teacher 6
10/23/2023,8,P,1362,Student 362,11,Teacher 17
10/23/2023,9,P,1362,Student 362,11,Teacher 9
10/23/2023,2,A,1363,Student 363,9,Teacher 9
10/23/2023,3,P,1363,Student 363,9,Teacher 23
10/23/2023,4,P,1363,Student 363,9,Teacher 10
10/23/2023,5,P,1363,Student 363,9,Teacher 15
10/23/2023,7,P,1363,Student 363,9,Teacher 21
10/23/2023,8,P,1363,Student 363,9,Teacher 23
10/23/2023,9,P,1363,Student 363,9,Teacher 7
10/23/2023,2,A,1364,Student 364,9,Teacher 9
10/23/2023,3,P,1364,Student 364,9,Teacher 1
10/23/2023,4,P,1364,Student 364,9,Teacher 21
10/23/2023,5,P,1364,Student 364,9,Teacher 23
10/23/2023,7,P,1364,Student 364,9,Teacher 10
10/23/2023,8,P,1364,Student 364,9,Teacher 7
10/23/2023,9,P,1364,Student 364,9,Teacher 23
10/23/2023,1,P,1365,Student 365,11,Teacher 12
10/23/2023,2,P,1365,Student 365,11,Teacher 15
10/23/2023,3,P,1365,Student 365,11,Teacher 13
10/23/2023,4,P,1365,Student 365,11,Teacher 6
10/23/2023,5,P,1365,Student 365,11,Teacher 16
10/23/2023,7,P,1365,Student 365,11,Teacher 13
10/23/2023,8,P,1365,Student 365,11,Teacher 6
10/23/2023,9,P,1365,Student 365,11,Teacher 17
10/23/2023,2,A,1366,Student 366,9,Teacher 7
10/23/2023,3,P,1366,Student 366,9,Teacher 21
10/23/2023,4,P,1366,Student 366,9,Teacher 14
10/23/2023,5,P,1366,Student 366,9,Teacher 14
10/23/2023,7,P,1366,Student 366,9,Teacher 1
10/23/2023,8,P,1366,Student 366,9,Teacher 10
10/23/2023,9,P,1366,Student 366,9,Teacher 9
10/23/2023,2,P,1367,Student 367,9,Teacher 7
10/23/2023,3,P,1367,Student 367,9,Teacher 21
10/23/2023,4,P,1367,Student 367,9,Teacher 14
10/23/2023,5,P,1367,Student 367,9,Teacher 14
10/23/2023,7,P,1367,Student 367,9,Teacher 1
10/23/2023,8,P,1367,Student 367,9,Teacher 10
10/23/2023,9,P,1367,Student 367,9,Teacher 9
10/23/2023,1,P,1368,Student 368,9,Teacher 12
10/23/2023,2,T,1368,Student 368,9,Teacher 10
10/23/2023,3,P,1368,Student 368,9,Teacher 14
10/23/2023,4,P,1368,Student 368,9,Teacher 7
10/23/2023,5,P,1368,Student 368,9,Teacher 9
10/23/2023,7,P,1368,Student 368,9,Teacher 1
